Description,Rate,Titles,Vote_count,Year
Thriller. Drama. Crimen. Policíaco. Robos & Atracos. Neo-noir,"7,6",Hasta el último aliento ,795 votos,1966
Western. Romance. Drama. Drama romántico. Melodrama. Cine épico,"7,6",Duelo al sol ,11.018 votos,1946
Drama. Neorrealismo. Vida rural. Pesca,"7,6","Stromboli, tierra de Dios ",4.459 votos,1950
Drama. Romance. Años 1900 (circa). Años 1910-1919,"7,6",Las mejores intenciones ,2.780 votos,1992
Drama. Crimen,"7,6",No matarás ,3.900 votos,1988
Documental. Telefilm. Mediometraje. Inmigración,"7,6",To Kyma. Rescate en el Mar Egeo (TV),121 votos,2016
Drama. Secuela,"7,6",La venganza de Manon (El manantial de las colinas II) ,1.694 votos,1986
Acción. Drama. Policíaco. Crimen,"7,5",Tropa de élite ,35.301 votos,2007
Drama. Neorrealismo. Trenes/Metros,"7,5",El ferroviario ,395 votos,1956
Ciencia ficción. Intriga. Drama. Película de culto. Cine independiente USA,"7,5",The Man from Earth ,29.897 votos,2007
Documental. Documental sobre Historia. Holocausto. Nazismo. II Guerra Mundial,"7,5",El último de los injustos ,388 votos,2013
Aventuras. Drama. Aventuras marinas. Drama judicial. Ejército. Siglo XVIII. Guerras Napoleónicas,"7,5",La fragata infernal ,1.076 votos,1962
Intriga. Thriller. Policíaco. Crimen. Amistad. Celos. Thriller psicológico,"7,5",A pleno sol ,3.862 votos,1960
Aventuras. Fantástico. Acción. Cine mudo,"7,5",El ladrón de Bagdad ,3.014 votos,1924
Documental. ,"7,5",La vida en un día ,1.927 votos,2011
Animación. Drama. Bélico. Biográfico. Animación para adultos. Guerra de Líbano,"7,5",Vals con Bashir ,22.340 votos,2008
Documental. Aventuras. Naturaleza. Animales. Pájaros,"7,5",El viaje del emperador ,16.095 votos,2005
Drama. Drama psicológico. Nouvelle vague,"7,5",Cleo de 5 a 7 ,2.495 votos,1962
Drama. Romance. Drama romántico. Melodrama,"7,5",La piel suave ,2.920 votos,1964
Drama. Drama carcelario. Atletismo. Deporte. Free Cinema,"7,5",La soledad del corredor de fondo ,4.233 votos,1962
Drama. Celos. Crimen. Drama social,"7,5",La calle ,356 votos,1931
Drama. Drogas,"7,5",Martín (Hache) ,47.171 votos,1997
Fantástico. Romance. Drama. Cuentos,"7,5",La bella y la bestia ,3.953 votos,1946
Documental. ,"7,5",Memoria del saqueo ,1.364 votos,2004
Documental. ,"7,5",Frágil equilibrio ,727 votos,2016
Aventuras. Acción. Drama. Bélico. Remake,"7,5",Beau Geste ,3.736 votos,1939
Drama. Thriller. Vida rural. Venganza. Película de culto,"7,5",Perros de paja ,19.813 votos,1971
Drama. Biográfico. Siglo XIX. Histórico,"7,5","Luis II de Baviera, el rey loco ",1.540 votos,1972
Documental. Documental sobre cine. Biográfico. Transexualidad / transgénero,"7,5",Quebranto ,66 votos,2013
Documental. Colonialismo. África,"7,5",Concerning Violence ,68 votos,2014
Comedia. Teatro. Mafia. Años 20,"7,5",Balas sobre Broadway ,27.263 votos,1994
Comedia. Drama. Romance. Comedia romántica. Road Movie,"7,5",Dos en la carretera ,11.579 votos,1967
Drama. ,"7,5",Cristo se paró en Éboli ,453 votos,1979
Terror. Ciencia ficción. Monstruos. Película de culto,"7,5",El doctor Frankenstein ,17.422 votos,1931
Documental. Enfermedad. Documental sobre música. Biográfico,"7,5",Jason Becker: aún sigo vivo ,286 votos,2012
Drama. Romance. Melodrama. Cine mudo,"7,5",Lirios rotos ,2.307 votos,1919
Drama. Bélico. Años 90. Vida rural,"7,5",Mandarinas ,7.861 votos,2013
Documental. Documental sobre música. Biográfico,"7,5",Marley ,2.536 votos,2012
Drama. Familia. Adolescencia,"7,5",El regreso ,5.700 votos,2003
Documental. Documental sobre música. Jazz,"7,5",A Film About Kids and Music. Sant Andreu Jazz Band ,87 votos,2012
Drama. Free Cinema. Años 40,"7,5",Un lugar en la cumbre ,1.165 votos,1959
Documental. Documental sobre música. Biográfico,"7,5","Mercedes Sosa, la voz de Latinoamérica ",93 votos,2013
Drama. Thriller. Drama psicológico. Años 30. Vida rural (Norteamérica). Película de culto,"7,5",Dogville ,67.729 votos,2003
Thriller. Intriga. Política. Ejército. Guerra Fría,"7,5",Siete días de mayo ,2.499 votos,1964
Aventuras. Edad Media. Siglo XII,"7,5",El halcón y la flecha ,6.266 votos,1950
Drama. Trabajo/empleo. Melodrama. Comedia dramática,"7,5",Nubes pasajeras ,2.700 votos,1996
Thriller. Drama. Drama carcelario. Crimen,"7,5",Un profeta ,23.652 votos,2009
Drama. Adolescencia. Secuela,"7,5",My Way Home ,222 votos,1978
Terror. Thriller. Crimen. Asesinos en serie. Película de culto,"7,5",Los ojos sin rostro ,4.399 votos,1960
Intriga. Crimen. Policíaco. Años 60,"7,5",Chacal ,8.985 votos,1973
Drama. Romance. Discapacidad. Religión. Vida rural. Drama romántico. Película de culto,"7,5",Rompiendo las olas ,22.539 votos,1996
Drama. Histórico. Antiguo Egipto,"7,5",Faraón ,1.568 votos,1966
Documental. Aventuras. Caza,"7,5",Happy People: A Year in the Taiga ,887 votos,2010
Comedia. Sátira. Secuela,"7,5",Playtime ,3.319 votos,1967
Documental. Documental sobre cine. Biográfico,"7,5",Harry Dean Stanton: Partly Fiction ,245 votos,2012
Comedia. Drama. Película de episodios. Cine independiente USA,"7,5",Noche en la Tierra ,10.350 votos,1991
Drama. Romance. Drama romántico. Holocausto nuclear. Nouvelle vague,"7,5","Hiroshima, mon amour ",9.631 votos,1959
Documental. Documental sobre música,"7,5",When You're Strange ,4.010 votos,2009
Ciencia ficción. Acción. Secuela. Robots. Viajes en el tiempo. Película de culto,"7,5",Terminator 2: El juicio final ,125.975 votos,1991
Drama. Romance. Siglo XIX. Prostitución. Drama romántico,"7,5",La dama de las camelias ,1.872 votos,1936
Documental. Documental sobre música. Biográfico,"7,5",George Harrison: Living in the Material World ,2.041 votos,2011
Drama. Comedia. Road Movie,"7,5",El verano de Kikujiro ,12.521 votos,1999
Drama. Inmigración,"7,5",Contra la pared ,12.396 votos,2004
Documental. Documental sobre cine,"7,5",El ambulante ,69 votos,2009
Drama. Thriller. Circo. Cine mudo,"7,5",El que recibe el bofetón ,496 votos,1924
Drama. Melodrama,"7,5",Toni ,725 votos,1935
Drama. Colegios & Universidad. Enseñanza,"7,5",La versión Browning ,518 votos,1951
Documental. Documental sobre música,"7,5",Last Days Here ,384 votos,2011
Drama. Cine dentro del cine. Nouvelle vague. Celos. Literatura,"7,5",El desprecio ,5.375 votos,1963
Drama. Animales. Caballos. Amistad. Drama psicológico. Drama romántico,"7,5",Vidas rebeldes ,5.373 votos,1961
Romance. Comedia. Comedia romántica. Comedia sofisticada. Pesca,"7,5",Su juego favorito ,4.038 votos,1964
Drama. Familia. Distopía. Adolescencia,"7,5",Mommy ,13.713 votos,2014
Drama. Romance. Melodrama. Celos,"7,5",Te querré siempre ,4.120 votos,1954
Drama. Melodrama. Trenes/Metros,"7,5",La bestia humana ,1.816 votos,1938
Drama. Inmigración. Adopción,"7,5",Vete y vive ,2.841 votos,2005
Animación. Terror. Thriller. Drama. Drama psicológico. Thriller psicológico. Cine dentro del cine. Internet / Informática. Animación para adultos. Película de culto,"7,5",Perfect Blue ,10.462 votos,1997
Drama. Infancia. Secuela. Mediometraje,"7,5",My Ain Folk ,260 votos,1973
Drama. Romance. Drama de época. Siglo XIX,"7,5",Cadenas rotas ,2.202 votos,1946
Comedia. Drama. Comedia dramática. Literatura. Vejez,"7,5",La gran belleza ,32.736 votos,2013
Romance. Drama. Drama romántico. Adolescencia. Erótico. Homosexualidad. Cómic,"7,5",La vida de Adèle ,36.477 votos,2013
Serie de TV. Animación. Comedia. Amistad. Animación para adultos. Serie Online,"7,5",Arroz pasado (Arròs covat) (Serie de TV),1.995 votos,2009
Serie de TV. Drama. Bélico. Miniserie de TV. II Guerra Mundial. Nazismo. Holocausto,"7,5",Holocausto (Miniserie de TV),1.584 votos,1978
Documental. Trabajo/empleo,"7,5",Workingman's Death ,411 votos,2005
Documental. Documental sobre música,"7,5",Martin Scorsese presenta the Blues - Nostalgia del hogar ,673 votos,2003
Drama. Romance. Drama psicológico,"7,5",El rayo verde ,3.289 votos,1986
Comedia. Drama. Enfermedad. Amistad. Familia. Secuela,"7,5",Las invasiones bárbaras ,20.613 votos,2003
Drama. Música,"7,5",Tres colores: Azul ,41.327 votos,1993
Documental. Biográfico. Literatura,"7,4",José y Pilar ,687 votos,2010
Serie de TV. Comedia. Amistad. Sitcom,"7,4",Plats bruts (Platos sucios) (Serie de TV),5.554 votos,1999
Drama. Comedia. Bélico. Ejército. Amistad. Años 1900 (circa). I Guerra Mundial. II Guerra Mundial,"7,4",Vida y muerte del Coronel Blimp ,1.194 votos,1943
Drama. Religión. Drama psicológico,"7,4",Narciso Negro ,2.202 votos,1947
Drama. Romance. Transexualidad / transgénero. Años 80. Años 90. Drama romántico,"7,4",Laurence Anyways ,3.910 votos,2012
Terror. Drama. Cine mudo. Sobrenatural,"7,4",La caída de la casa Usher (El hundimiento de la casa Usher) ,1.551 votos,1928
Comedia. Drama. Infancia. Enseñanza. Colegios & Universidad. Vida rural. Historias cruzadas,"7,4",La piel dura ,1.606 votos,1976
Romance. Drama. Drama romántico. Amistad,"7,4",Cuento de verano ,2.885 votos,1996
Drama. ,"7,4",Hamlet ,2.259 votos,1948
Comedia. Romance. Años 1900 (circa). Vida rural. Drama de época. Celos. Historias cruzadas. Comedia romántica,"7,4",Sonrisas de una noche de verano ,2.284 votos,1955
Drama. Drama social,"7,4",Los bajos fondos ,719 votos,1936
Intriga. Romance. ,"7,4",Sospecha ,9.629 votos,1941
Cine negro. Intriga. Thriller. Drama. Nazismo. Thriller psicológico,"7,4",El extraño ,7.063 votos,1946
Comedia. ,"7,4",Las vacaciones del señor Hulot ,5.096 votos,1953
Drama. Infancia. Pobreza. Siglo XIX,"7,4",Oliver Twist ,2.687 votos,1948
Drama. Bélico. Neorrealismo. II Guerra Mundial. Ejército. Película de episodios,"7,4",Paisà (Camarada) ,1.829 votos,1946
Terror. Fantástico. Sobrenatural. Vampiros. Expresionismo alemán,"7,4","Vampyr, la bruja vampiro ",4.214 votos,1932
Documental. Documental sobre cine,"7,4",Guía ideológica para pervertidos ,1.206 votos,2012
Comedia. Comedia romántica. Comedia sofisticada,"7,4",La octava mujer de Barba Azul ,2.823 votos,1938
Drama. Basado en hechos reales. Terrorismo. IRA. Años 70,"7,4",Bloody Sunday (Domingo sangriento) ,9.861 votos,2002
Acción. Drama. Thriller. Road Movie. Drama carcelario. Robos & Atracos. Neo-noir. Crimen. Venganza,"7,4",La huida ,9.558 votos,1972
Documental. Abusos sexuales,"7,4",La guerra contra las mujeres ,90 votos,2013
Romance. Drama. Drama romántico,"7,4",Un corazón en invierno ,3.077 votos,1992
Drama. Amistad. Drama sureño. Años 30. Racismo. Vida rural (Norteamérica),"7,4",Tomates verdes fritos ,54.624 votos,1991
Drama. II Guerra Mundial. Drama carcelario,"7,4",La colina de los hombres perdidos ,2.060 votos,1965
Documental. Años 60. Años 70,"7,4",The Black Power Mixtape 1967–1975 ,385 votos,2011
Animación. Ciencia ficción. Drama. Drama psicológico. Animación para adultos. Película de culto,"7,4",El planeta salvaje ,4.560 votos,1973
Documental. ,"7,4",Informe general sobre unas cuestiones de interés para una proyección pública ,180 votos,1977
Cine negro. Thriller. Intriga. Serie B. Película de culto,"7,4",Detour (El desvío) ,3.611 votos,1945
Drama. Comedia. Romance. Comedia negra. Religión. Basado en hechos reales. Historias cruzadas. Sectas,"7,4",Exposición de amor ,1.777 votos,2008
Drama. Comedia. Película de episodios,"7,4",Roma ,3.706 votos,1972
Drama. Edad Media. Siglo XII,"7,4",El león en invierno ,3.143 votos,1968
Drama. Dictadura chilena. Años 70,"7,4",Machuca ,6.589 votos,2004
Intriga. Cine negro. Crimen. Periodismo. Asesinos en serie,"7,4",Mientras Nueva York duerme ,3.118 votos,1956
Drama. Melodrama,"7,4",Desengaño ,1.060 votos,1936
Western. Años 50. Amistad. Caballos,"7,4",Los valientes andan solos ,1.409 votos,1962
Documental. ,"7,4",Man on Wire ,11.311 votos,2008
Documental. Documental sobre Historia. Política. Dictadura chilena,"7,4",Salvador Allende ,1.065 votos,2004
Drama. Bélico. Romance. II Guerra Mundial. Amistad,"7,4",Cenizas y diamantes ,1.827 votos,1958
Drama. Celos,"7,4",Ese oscuro objeto del deseo ,4.895 votos,1977
Romance. Drama. Drama romántico. Melodrama,"7,4",Tú y yo ,1.439 votos,1939
Intriga. Cine negro. Drama psicológico. Thriller psicológico. Neo-noir. Surrealismo. Película de culto. Cine independiente USA,"7,4",Carretera perdida ,29.404 votos,1997
Drama. Fantástico. ,"7,4",El cielo sobre Berlín ,13.473 votos,1987
Western. ,"7,4",El forastero ,2.022 votos,1940
Drama. Drama social. Trabajo/empleo,"7,4",Los lunes al sol ,56.844 votos,2002
Drama. Drama social. Años 1900 (circa). Pobreza. Inmigración,"7,4",Pelle el conquistador ,5.497 votos,1987
Drama. Romance. Melodrama,"7,4",Cumbres borrascosas ,4.484 votos,1939
Documental. Documental sobre música,"7,4",Joy Division ,1.062 votos,2007
Aventuras. Vikingos. Siglo IX. Edad Media,"7,4",Los vikingos ,15.537 votos,1958
Thriller. Drama. Crimen. Asesinos en serie,"7,4",The Chaser ,6.736 votos,2008
Drama. Discapacidad. Basado en hechos reales. Biográfico,"7,4",La escafandra y la mariposa ,18.302 votos,2007
Comedia. Drama. Música. Infancia. Melodrama. Comedia dramática,"7,4",Kolya ,3.152 votos,1996
Thriller. Thriller psicológico. Secuestros / Desapariciones. Asesinos en serie. Película de culto,"7,4",Funny Games  ,39.299 votos,1997
Documental. Documental sobre música,"7,4",Sound City ,1.036 votos,2013
Drama. Siglo XIX. Cocina,"7,4",El festín de Babette ,8.681 votos,1987
Drama. Romance. Amistad. Drama romántico,"7,4",Cuento de otoño ,4.380 votos,1998
Comedia. Drama. Romance. Amistad. Vida rural. Años 50. Literatura,"7,4",El cartero (y Pablo Neruda) ,26.496 votos,1994
Western. ,"7,4",El árbol del ahorcado ,3.844 votos,1959
Documental. Biográfico. Familia,"7,4",Stories We Tell ,1.145 votos,2012
Drama. Romance. Drama romántico. Siglo XIX. Música. Discapacidad,"7,4",El piano ,48.254 votos,1993
Intriga. Thriller. Comedia. Trenes/Metros. Thriller psicológico. Espionaje. Secuestros / Desapariciones,"7,4",Alarma en el expreso ,5.885 votos,1938
Drama. Histórico. Biográfico. Años 30. Basado en hechos reales,"7,4",El discurso del Rey ,90.268 votos,2010
Documental. Documental sobre música,"7,4",Venid a las cloacas: La historia de la Banda Trapera del Río ,383 votos,2010
Cine negro. Drama. Romance. Drama romántico. Años 30,"7,4",Los amantes de la noche ,1.686 votos,1948
Acción. Drama. Policíaco. Crimen. Secuela,"7,4",Tropa de élite 2 ,13.617 votos,2010
Cine negro. Thriller. Crimen. Policíaco,"7,4",La ciudad desnuda ,1.661 votos,1948
Cine negro. Drama. Años 20,"7,4",El extraño amor de Martha Ivers ,2.259 votos,1946
Drama. Siglo XIX. Magia,"7,4",El rostro ,2.290 votos,1958
Western. Drama. ,"7,4",Encubridora ,2.592 votos,1952
Musical. Drama. Drama de época. Siglo XVII. Música,"7,4",Todas las mañanas del mundo ,2.355 votos,1991
Comedia. Comedia romántica,"7,4",¿Qué ocurrió entre mi padre y tu madre? ,8.352 votos,1972
Comedia. Romance. Comedia romántica,"7,4",Ariane ,4.868 votos,1957
Drama. ,"7,4",Mi cena con André ,1.203 votos,1981
Drama. Romance. Años 60. Adolescencia. Amistad. Homosexualidad. Vida rural. Colegios & Universidad,"7,4",Los juncos salvajes ,3.166 votos,1994
Drama. Edad Media. Siglo XV,"7,4","Esmeralda, la zíngara ",1.334 votos,1939
Documental. Basado en hechos reales. Abusos sexuales. Años 90,"7,4",De niños ,608 votos,2003
Drama. Surrealismo. Drama romántico. Prostitución,"7,4",El lado oscuro del corazón ,7.427 votos,1992
Documental. Dictadura chilena,"7,4",El botón de nácar ,825 votos,2015
Drama. Basado en hechos reales. Policíaco. Crimen,"7,4",Serpico ,14.641 votos,1973
Musical. Romance. Drama. Años 50. Melodrama. Drama romántico,"7,4",Los paraguas de Cherburgo ,5.031 votos,1964
Drama. Cine mudo. Familia,"7,4",El amo de la casa ,499 votos,1925
Drama. Historias cruzadas,"7,4",Al otro lado ,8.349 votos,2007
Cine negro. Drama. Crimen. Policíaco. Mafia,"7,4",Sin conciencia ,1.572 votos,1951
Drama. Familia. Vida rural,"7,4",Sueño de invierno (Winter Sleep) ,3.806 votos,2014
Drama. Comedia. Surrealismo. Película de episodios,"7,4",El fantasma de la libertad ,2.473 votos,1974
Drama. Crimen. Drama carcelario. Comedia dramática. Comedia negra,"7,4",Ariel ,1.874 votos,1988
Comedia. Thriller. Nouvelle vague,"7,4",Banda aparte ,6.362 votos,1964
Musical. Comedia. Romance. Baile. Siglo XIX,"7,4",French Cancan ,1.002 votos,1955
Documental. Enfermedad. Biográfico,"7,4",¿Qué tienes debajo del sombrero? ,468 votos,2006
Drama. Vida rural (Norteamérica). Caza,"7,4",Con él llegó el escándalo ,2.031 votos,1960
Aventuras. Drama. Naturaleza,"7,4",El abrazo de la serpiente ,4.960 votos,2015
Documental. Pobreza,"7,4",La dignidad de los nadies ,562 votos,2005
Documental. Discapacidad. Discapacidad auditiva,"7,4",El abrazo de los peces ,34 votos,2011
Drama. Biográfico. Drama judicial. Drama carcelario. Basado en hechos reales,"7,4",¡Quiero vivir! ,1.543 votos,1958
Drama. Música. Drama psicológico,"7,3",La doble vida de Verónica ,6.671 votos,1991
Documental. ,"7,3",India ,229 votos,1959
Drama. Adolescencia. Película de culto. Bandas/pandillas callejeras,"7,3",La ley de la calle ,15.485 votos,1983
Romance. Comedia. Comedia sofisticada. Comedia romántica,"7,3",Una mujer para dos ,1.935 votos,1933
Documental. Infancia,"7,3",Ganar al viento ,58 votos,2016
Drama. Ejército. I Guerra Mundial. Drama judicial,"7,3",Rey y Patria ,671 votos,1964
Drama. Basado en hechos reales. Biográfico. Esclavitud. Racismo. Siglo XIX. Histórico,"7,3",12 años de esclavitud ,60.051 votos,2013
Documental. Drogas,"7,3",The House I Live In ,389 votos,2012
Drama. Drama carcelario,"7,3",Fuerza bruta ,1.148 votos,1947
Drama. Musical. Biográfico. Años 70. Música,"7,3",Control ,10.520 votos,2007
Documental. ,"7,3",Sobre la marxa ,327 votos,2013
Drama. Años 60. Años 70. Familia. Adolescencia. Música. Drogas. Homosexualidad,"7,3",C.R.A.Z.Y. ,13.669 votos,2005
Intriga. Thriller. Espionaje. Crimen,"7,3",39 escalones ,10.266 votos,1935
Drama. Comedia. Remake. Años 1900 (circa),"7,3",El sol siempre brilla en Kentucky ,746 votos,1953
Comedia. Romance. Fantástico. Comedia romántica. Viajes en el tiempo. Años 20,"7,3",Medianoche en París ,75.425 votos,2011
Documental. Comedia. Familia,"7,3","Muchos hijos, un mono y un castillo ",6.234 votos,2017
Documental. Documental sobre música,"7,3",My Secret World - The Story of Sarah Records ,33 votos,2014
Documental. Animales. Documental marino. Orcas,"7,3",Blackfish ,5.246 votos,2013
Comedia. Comedia romántica,"7,3",Berlín Occidente ,3.508 votos,1948
Drama. Televisión,"7,3",Un rostro en la multitud ,1.138 votos,1957
Drama. Película de episodios,"7,3",Todos los niños invisibles ,1.099 votos,2005
Drama. Cine negro. Deporte. Boxeo,"7,3",El ídolo de barro ,1.720 votos,1949
Drama. Familia,"7,3",Still Walking (Caminando) ,3.569 votos,2008
Aventuras. Aventuras marinas. Siglo XVII. Piratas. Capa y espada,"7,3",El capitán Blood ,8.061 votos,1935
Drama. ,"7,3",El violín ,1.320 votos,2005
Drama. Secuela. Años 30. Esclavitud. Vida rural (Norteamérica),"7,3",Manderlay ,9.477 votos,2005
Documental. Drama social. Crisis económica 2008,"7,3","ReMine, el último movimiento obrero ",188 votos,2014
Romance. Comedia. Comedia romántica. Secuela,"7,3",Besos robados ,5.802 votos,1968
Drama. Drogas. Jazz,"7,3",El hombre del brazo de oro ,3.973 votos,1955
